Geneid	Chr	Start	End	Strand	Length	Col_0h_rep1.Aligned.sortedByCoord.out.bam	Col_0h_rep2.Aligned.sortedByCoord.out.bam	Col_0h_rep3.Aligned.sortedByCoord.out.bam	Col_3h_rep1.Aligned.sortedByCoord.out.bam	Col_3h_rep2.Aligned.sortedByCoord.out.bam	Col_3h_rep3.Aligned.sortedByCoord.out.bam
gene-AT5G11040	CP002688.1	3495195	3500945	+	5751	1751	1603	1765	2145	2206	1982
gene-AT5G11050	CP002688.1	3502092	3503834	+	1743	0	0	0	0	2	6
gene-AT5G11060	CP002688.1	3509833	3513741	+	3909	2539	2516	2262	3410	3268	2792
gene-AT5G11070	CP002688.1	3516092	3517035	-	944	1365	1270	1412	10592	9204	9162
gene-AT5G11080	CP002688.1	3517223	3520003	-	2781	0	0	2	4	2	0
gene-AT5G01845	CP002688.1	3522144	3522167	-	24	0	0	0	0	0	0
gene-AT5G11090	CP002688.1	3524677	3525846	+	1170	0	0	0	0	0	0
gene-AT5G00365	CP002688.1	3524682	3526170	+	1489	14	17	14	31	15	7
gene-AT5G11100	CP002688.1	3532402	3535221	+	2820	172	196	180	155	204	163
gene-AT5G11110	CP002688.1	3536189	3541149	+	4961	1357	1487	1721	1492	1615	1540
gene-AT5G11130	CP002688.1	3542139	3544780	+	2642	0	0	0	0	0	1
gene-AT5G11140	CP002688.1	3545211	3546169	+	959	6	2	6	10	10	18
gene-AT5G11150	CP002688.1	3546200	3548117	-	1918	300	402	318	554	630	644
gene-AT5G11160	CP002688.1	3550300	3552255	+	1956	338	338	313	276	326	260
gene-AT5G11170	CP002688.1	3553096	3557018	+	3923	9295	9770	9171	9558	10741	8932
gene-AT5G11180	CP002688.1	3557238	3561575	-	4338	4	12	12	12	10	10
gene-AT5G01855	CP002688.1	3564583	3564925	-	343	0	0	0	0	0	0
gene-AT5G11190	CP002688.1	3564824	3566260	+	1437	108	80	76	130	133	62
gene-AT5G11200	CP002688.1	3567174	3571039	+	3866	6046	6542	5924	5747	6477	5627
gene-AT5G11210	CP002688.1	3571020	3574817	-	3798	106	68	55	40	81	38
gene-AT5G01865	CP002688.1	3574666	3574970	-	305	0	0	0	0	0	0
gene-AT5G11220	CP002688.1	3577057	3577978	+	922	0	0	0	0	0	0
gene-AT5G11225	CP002688.1	3578295	3578366	-	72	0	0	0	0	0	0
gene-AT5G11230	CP002688.1	3580396	3582090	+	1695	534	486	561	465	486	496
gene-AT5G11240	CP002688.1	3582506	3587076	+	4571	1096	1167	1124	806	1074	822
gene-AT5G11250	CP002688.1	3587978	3593271	-	5294	482	383	388	1163	1165	1086
gene-AT5G11260	CP002688.1	3593335	3595073	-	1739	568	561	528	408	420	404
gene-AT5G11270	CP002688.1	3595274	3597237	-	1964	1518	1707	1596	1543	1646	1509
gene-AT5G11280	CP002688.1	3597216	3598687	+	1472	934	932	940	1248	1189	1035
gene-AT5G11290	CP002688.1	3598926	3600549	+	1624	28	18	42	130	144	111
gene-AT5G00370	CP002688.1	3600643	3601206	-	564	0	0	0	0	2	0
gene-AT5G11300	CP002688.1	3601513	3605350	-	3838	128	172	126	102	134	138
gene-AT5G11310	CP002688.1	3606385	3608628	+	2244	216	180	216	232	282	230
gene-AT5G11320	CP002688.1	3611247	3613640	-	2394	26	48	26	36	46	44
gene-AT5G11325	CP002688.1	3617058	3617129	+	72	0	0	0	0	0	0
gene-AT5G11330	CP002688.1	3617138	3618913	-	1776	2014	1978	1962	1748	2052	1926
gene-AT5G11340	CP002688.1	3619152	3621511	+	2360	920	918	872	948	1058	874
gene-AT5G11350	CP002688.1	3621454	3625645	+	4192	814	797	820	824	972	834
gene-AT5G11360	CP002688.1	3625570	3626735	-	1166	4	6	0	6	10	0
gene-AT5G11370	CP002688.1	3627849	3629717	+	1869	0	0	0	0	0	0
gene-AT5G11380	CP002688.1	3629988	3633511	+	3524	1314	1304	1282	1232	1374	1145
gene-AT5G11390	CP002688.1	3633649	3636934	+	3286	802	829	804	1164	1246	1014
gene-AT5G11400	CP002688.1	3636614	3638059	-	1446	0	0	0	0	0	2
gene-AT5G11410	CP002688.1	3638191	3639965	-	1775	42	38	50	42	42	32
gene-AT5G11412	CP002688.1	3640026	3640876	-	851	0	6	6	8	4	6
gene-AT5G01875	CP002688.1	3641586	3641908	-	323	0	0	0	0	0	0
gene-AT5G11416	CP002688.1	3642336	3643010	-	675	0	0	0	0	2	0
gene-AT5G11420	CP002688.1	3644547	3647411	+	2865	8247	9137	8300	12686	13166	10719
gene-AT5G11430	CP002688.1	3647862	3652477	+	4616	1009	908	915	1283	1371	1220
gene-AT5G11425	CP002688.1	3647959	3648168	-	210	0	0	0	0	0	0
gene-AT5G11440	CP002688.1	3652714	3654202	-	1489	22	2	6	10	2	4
gene-AT5G11450	CP002688.1	3654392	3656647	+	2256	4628	4809	4392	4084	4390	4172
gene-AT5G11460	CP002688.1	3656582	3659025	-	2444	252	232	256	223	290	290
gene-AT5G11470	CP002688.1	3662634	3668214	-	5581	202	188	165	183	206	184
gene-AT5G11475	CP002688.1	3669000	3669072	-	73	0	0	0	0	0	0
gene-AT5G11480	CP002688.1	3669193	3671684	-	2492	3976	4107	3958	3762	4028	3760
gene-AT5G11490	CP002688.1	3671699	3676452	+	4754	3425	3388	3398	3939	4132	3418
gene-AT5G11500	CP002688.1	3676548	3679738	+	3191	6811	6570	6212	6146	6786	5878
gene-AT5G11510	CP002688.1	3679748	3684884	+	5137	742	814	724	676	712	684
gene-AT5G11520	CP002688.1	3684946	3687854	-	2909	3828	3893	3666	4005	4262	3924
gene-AT5G11530	CP002688.1	3695792	3701549	+	5758	1628	1534	1611	2010	2126	1814
gene-AT5G11540	CP002688.1	3702700	3705129	-	2430	134	100	124	104	116	86
gene-AT5G11550	CP002688.1	3707961	3709403	-	1443	1263	1394	1330	854	1004	874
gene-AT5G11560	CP002688.1	3709442	3714124	-	4683	7524	8020	7143	7142	7622	6666
gene-AT5G11565	CP002688.1	3714655	3714912	-	258	0	0	0	0	0	0
gene-AT5G11570	CP002688.1	3715931	3718276	-	2346	26	40	14	24	36	14
gene-AT5G11580	CP002688.1	3718804	3721425	+	2622	1738	1836	1466	2456	2402	2069
gene-AT5G11590	CP002688.1	3727453	3728726	-	1274	56	20	38	142	176	122
gene-AT5G11600	CP002688.1	3733635	3735265	-	1631	550	510	492	622	640	526
gene-AT5G11610	CP002688.1	3735350	3738230	-	2881	168	232	160	346	410	300
gene-AT5G11620	CP002688.1	3738729	3740164	-	1436	46	56	74	38	40	58
gene-AT5G11630	CP002688.1	3740460	3741827	+	1368	285	334	352	326	374	340
gene-AT5G11640	CP002688.1	3741782	3743994	+	2213	786	874	786	804	832	915
gene-AT5G11650	CP002688.1	3744698	3747198	+	2501	1028	1042	892	2155	2528	2176
gene-AT5G11660	CP002688.1	3748880	3750317	+	1438	0	0	0	0	0	0
gene-AT5G11670	CP002688.1	3754091	3758342	+	4252	6631	7378	6419	8328	9096	6760
gene-AT5G11680	CP002688.1	3758809	3760913	+	2105	1464	1676	1359	2052	1870	1762
gene-AT5G11690	CP002688.1	3761188	3762346	+	1159	582	622	536	464	524	470
gene-AT5G11700	CP002688.1	3762391	3771449	-	9059	6703	6303	6133	8545	8918	7911
gene-AT5G11710	CP002688.1	3772401	3776671	+	4271	5260	5674	5163	6211	6624	5892
gene-AT5G11720	CP002688.1	3776723	3780255	+	3533	2486	2540	2528	3214	3230	2793
gene-AT5G11730	CP002688.1	3780302	3782793	+	2492	760	748	731	822	960	785
gene-AT5G11740	CP002688.1	3783930	3784963	+	1034	5560	6324	6930	12971	13626	12156
gene-AT5G00375	CP002688.1	3784979	3785757	-	779	0	0	0	0	0	2
gene-AT5G01885	CP002688.1	3786071	3786453	+	383	0	2	0	6	0	0
gene-AT5G11750	CP002688.1	3787230	3789212	+	1983	600	715	660	459	544	440
gene-AT5G11760	CP002688.1	3789259	3790573	+	1315	789	910	754	746	871	787
gene-AT5G11770	CP002688.1	3790708	3793026	-	2319	5684	5752	5616	5694	5651	5081
gene-AT5G11780	CP002688.1	3793830	3796202	+	2373	125	146	146	122	116	132
gene-AT5G11790	CP002688.1	3799408	3803216	+	3809	2861	3075	2725	1606	1871	1752
gene-AT5G01915	CP002688.1	3802714	3803062	+	349	0	0	0	0	0	0
gene-AT5G11800	CP002688.1	3803315	3808273	-	4959	1049	940	922	1394	1358	1264
gene-AT5G11810	CP002688.1	3808678	3810748	+	2071	810	868	800	904	1055	796
gene-AT5G11820	CP002688.1	3810649	3811280	-	632	0	0	0	0	0	0
gene-AT5G11830	CP002688.1	3812520	3813044	-	525	0	0	0	0	0	0
gene-AT5G11840	CP002688.1	3813302	3814906	-	1605	1779	1606	1731	1666	1648	1602
gene-AT5G11850	CP002688.1	3816080	3821170	-	5091	1318	1287	1468	1744	1752	1585
gene-AT5G11860	CP002688.1	3821733	3824298	-	2566	1078	1180	1040	1244	1242	1096
gene-AT5G11870	CP002688.1	3825420	3827573	+	2154	34	38	30	38	24	40
gene-AT5G11880	CP002688.1	3827526	3830228	-	2703	4204	4682	4226	3712	3894	3748
gene-AT5G11890	CP002688.1	3831500	3833151	+	1652	1089	1172	1043	918	1008	808
gene-AT5G11900	CP002688.1	3833919	3836359	+	2441	1266	1471	1272	1434	1424	1350
gene-AT5G11910	CP002688.1	3836300	3838243	-	1944	612	668	588	623	690	684
gene-AT5G11920	CP002688.1	3839316	3842409	+	3094	128	136	114	150	154	118
gene-AT5G11930	CP002688.1	3844940	3845711	-	772	34	38	32	14	8	22
gene-AT5G11940	CP002688.1	3849283	3852417	+	3135	0	0	2	0	0	2
gene-AT5G11950	CP002688.1	3854388	3857243	+	2856	1472	1420	1367	1465	1474	1333
gene-AT5G11960	CP002688.1	3858428	3861528	-	3101	1530	1401	1244	1562	1662	1532
gene-AT5G11970	CP002688.1	3862849	3863824	-	976	526	596	512	654	620	608
gene-AT5G11975	CP002688.1	3863277	3863671	+	395	4	2	6	0	0	10
gene-AT5G11977	CP002688.1	3867207	3867313	+	107	0	0	0	0	2	2
gene-AT5G11980	CP002688.1	3868652	3872300	-	3649	1282	1332	1224	1484	1420	1244
gene-AT5G11990	CP002688.1	3872563	3873349	-	787	72	52	50	24	38	30
gene-AT5G12000	CP002688.1	3873799	3877004	-	3206	0	0	1	2	0	0
gene-AT5G12010	CP002688.1	3877680	3879657	-	1978	848	882	716	1122	1114	840
gene-AT5G12020	CP002688.1	3882231	3883111	-	881	0	12	12	12	2	2
gene-AT5G12030	CP002688.1	3883957	3884838	-	882	6	10	24	32	12	20
gene-AT5G12040	CP002688.1	3884949	3888077	+	3129	2883	2912	2749	3041	3150	2838
gene-AT5G12043	CP002688.1	3888549	3888894	-	346	0	0	2	4	4	2
gene-AT5G01925	CP002688.1	3889361	3889583	-	223	0	0	0	0	0	0
gene-AT5G12050	CP002688.1	3889906	3891514	+	1609	2758	3111	2552	7732	8210	5338
gene-AT5G12060	CP002688.1	3894773	3895393	-	621	0	0	0	0	0	0
gene-AT5G12070	CP002688.1	3896950	3897408	-	459	0	0	0	0	0	0
gene-AT5G12080	CP002688.1	3897893	3901790	-	3898	1252	1354	1442	960	1094	1098
gene-AT5G12090	CP002688.1	3909703	3910877	+	1175	0	0	0	0	0	0
gene-AT5G12100	CP002688.1	3911334	3914167	+	2834	384	362	370	345	374	286
gene-AT5G12110	CP002688.1	3914468	3916896	+	2429	998	1115	1134	847	836	901
gene-AT5G12120	CP002688.1	3915676	3918933	-	3258	3500	3257	3508	4623	4350	3699
gene-AT5G12130	CP002688.1	3919428	3922485	+	3058	2720	2993	2555	2493	2802	2467
gene-AT5G12140	CP002688.1	3922591	3924058	-	1468	3738	4186	3635	4135	4755	4452
gene-AT5G12150	CP002688.1	3924107	3930441	-	6335	11025	10677	9904	7868	8966	8111
gene-AT5G12170	CP002688.1	3931349	3935142	+	3794	604	677	500	538	532	454
gene-AT5G12180	CP002688.1	3936813	3939596	+	2784	0	0	0	0	0	0
gene-AT5G00380	CP002688.1	3939814	3940157	-	344	2	0	0	0	0	0
gene-AT5G12190	CP002688.1	3940481	3941436	-	956	564	638	547	520	624	566
gene-AT5G12200	CP002688.1	3941528	3944866	-	3339	1890	1707	1726	1680	1829	1506
gene-AT5G12210	CP002688.1	3947022	3949866	+	2845	1544	1510	1378	1434	1619	1516
gene-AT5G12220	CP002688.1	3950133	3953150	+	3018	542	534	458	535	646	438
gene-AT5G12230	CP002688.1	3953140	3956185	-	3046	1178	1252	1068	1606	1730	1668
gene-AT5G12235	CP002688.1	3957521	3958129	+	609	10	8	8	14	20	20
gene-AT5G12236	CP002688.1	3958148	3958282	+	135	0	2	0	0	0	0
gene-AT5G12240	CP002688.1	3958861	3961020	-	2160	743	652	602	728	810	694
gene-AT5G12250	CP002688.1	3960938	3963624	-	2687	7001	7492	7075	7417	7944	6993
gene-AT5G12260	CP002688.1	3966321	3968937	+	2617	586	632	565	752	781	648
gene-AT5G12270	CP002688.1	3969925	3971452	-	1528	12	12	28	70	85	62
gene-AT5G12280	CP002688.1	3971715	3973800	-	2086	34	40	42	50	38	36
gene-AT5G12290	CP002688.1	3974119	3978221	-	4103	1194	1184	1084	1158	1302	1234
gene-AT5G12300	CP002688.1	3978281	3980021	-	1741	220	246	200	327	363	318
gene-AT5G12310	CP002688.1	3980179	3982528	-	2350	2058	2122	1988	1897	2052	1785
gene-AT5G12320	CP002688.1	3982577	3984112	+	1536	500	634	563	504	578	510
gene-AT5G12330	CP002688.1	3987375	3989876	-	2502	224	253	248	254	268	220
gene-AT5G00385	CP002688.1	3991913	3992436	+	524	2	4	8	0	0	0
gene-AT5G12340	CP002688.1	3992623	3993767	-	1145	26	30	34	54	30	14
gene-AT5G12350	CP002688.1	3995310	4000801	+	5492	2004	1902	1969	2589	2792	2384
gene-AT5G12360	CP002688.1	4000699	4002742	-	2044	114	98	92	120	136	108
gene-AT5G12370	CP002688.1	4002742	4008804	-	6063	3964	4058	3872	4497	4545	4040
gene-AT5G01935	CP002688.1	4008968	4010413	-	1446	22	50	21	98	104	118
gene-AT5G12380	CP002688.1	4009168	4010687	+	1520	4	4	4	0	6	6
gene-AT5G12390	CP002688.1	4010443	4012134	-	1692	419	374	342	444	456	409
gene-AT5G01945	CP002688.1	4011615	4011841	+	227	0	0	0	0	4	0
gene-AT5G12400	CP002688.1	4013424	4021591	+	8168	2101	2076	2227	2600	2549	2226
gene-AT5G12410	CP002688.1	4021815	4024218	-	2404	1546	1513	1516	1470	1517	1480
gene-AT5G12420	CP002688.1	4024286	4026849	-	2564	812	656	904	806	820	812
gene-AT5G12430	CP002688.1	4027974	4034682	-	6709	1996	1903	1984	2128	2341	2030
gene-AT5G12440	CP002688.1	4035181	4042254	-	7074	1402	1542	1417	2048	2109	1956
gene-AT5G12450	CP002688.1	4040937	4041176	+	240	0	0	0	0	0	0
gene-AT5G12460	CP002688.1	4043057	4044583	+	1527	0	0	0	0	0	0
gene-AT5G12470	CP002688.1	4044620	4047448	-	2829	8626	8548	8079	7223	7778	7333
gene-AT5G12480	CP002688.1	4047513	4050643	-	3131	2002	2010	1716	1983	2136	1679
gene-AT5G12840	CP002688.1	4050691	4053669	-	2979	1676	1748	1430	1770	1926	1712
gene-AT5G12850	CP002688.1	4056086	4059580	+	3495	2787	2734	2899	3758	3511	3047
gene-AT5G12860	CP002688.1	4059579	4062289	-	2711	21398	22256	22482	15977	17127	14676
gene-AT5G12870	CP002688.1	4062666	4065075	-	2410	114	124	140	98	96	118
gene-AT5G12880	CP002688.1	4068426	4069094	-	669	148	136	122	154	179	146
gene-AT5G12890	CP002688.1	4069417	4071249	-	1833	758	578	516	534	476	430
gene-AT5G12900	CP002688.1	4071896	4074619	-	2724	1094	1228	1061	1243	1280	1199
gene-AT5G12910	CP002688.1	4077162	4077557	+	396	2	2	0	0	0	0
gene-AT5G12920	CP002688.1	4077458	4082634	-	5177	178	164	152	110	112	124
gene-AT5G12930	CP002688.1	4082890	4085376	-	2487	388	326	220	299	316	264
gene-AT5G12940	CP002688.1	4087689	4089146	+	1458	454	440	434	613	692	606
gene-AT5G12950	CP002688.1	4092519	4097059	+	4541	2821	2928	2544	3514	3568	3243
gene-AT5G12960	CP002688.1	4097693	4101766	+	4074	13	15	26	14	8	19
gene-AT5G12970	CP002688.1	4102115	4105414	+	3300	192	222	240	168	204	214
gene-AT5G12980	CP002688.1	4105383	4108232	-	2850	476	473	446	516	578	462
gene-AT5G12990	CP002688.1	4109234	4109784	-	551	0	0	4	2	0	8
gene-AT5G13000	CP002688.1	4110171	4121489	-	11319	8681	9034	8632	6678	7778	6674
gene-AT5G13010	CP002688.1	4122400	4129005	+	6606	4254	3551	3824	4328	4687	3946
gene-AT5G13020	CP002688.1	4129154	4133023	-	3870	2933	2975	2633	2602	2849	2490
gene-AT5G13030	CP002688.1	4133134	4136688	+	3555	4422	4441	4110	4286	4523	3845
gene-AT5G13050	CP002688.1	4136556	4138792	-	2237	848	876	779	826	932	778
gene-AT5G13060	CP002688.1	4142910	4147140	+	4231	278	420	370	264	336	274
gene-AT5G13070	CP002688.1	4147596	4149391	+	1796	884	774	848	758	748	756
gene-AT5G13080	CP002688.1	4149738	4151201	-	1464	96	88	84	100	86	74
gene-AT5G13090	CP002688.1	4153369	4154730	-	1362	1244	1340	1400	974	977	904
gene-AT5G13100	CP002688.1	4156501	4158554	+	2054	2642	2617	2428	4631	5580	4612
gene-AT5G13110	CP002688.1	4158639	4161845	+	3207	2333	2442	2335	1903	2087	1738
gene-AT5G13120	CP002688.1	4162374	4164923	-	2550	7007	7379	6952	6992	6970	6829
gene-AT5G13130	CP002688.1	4166609	4170643	+	4035	0	0	0	2	0	0
gene-AT5G13140	CP002688.1	4170560	4171954	-	1395	3066	3145	2946	3015	3178	2756
gene-AT5G01955	CP002688.1	4171915	4172122	+	208	0	0	0	0	0	0
gene-AT5G13150	CP002688.1	4172734	4175362	-	2629	70	81	102	76	24	36
gene-AT5G13160	CP002688.1	4176506	4180009	+	3504	1708	1687	1537	2507	2627	2306
gene-AT5G13170	CP002688.1	4181042	4183354	-	2313	5011	5150	4127	3696	3144	3461
gene-AT5G01965	CP002688.1	4190250	4190488	-	239	0	0	0	0	0	0
gene-AT5G00390	CP002688.1	4195768	4196561	-	794	11	21	10	24	15	13
gene-AT5G13180	CP002688.1	4196256	4197940	+	1685	4611	4642	3735	4278	3842	3302
gene-AT5G13181	CP002688.1	4198752	4199513	-	762	6	10	10	4	28	5
gene-AT5G01975	CP002688.1	4200093	4200305	+	213	0	0	0	0	0	0
gene-AT5G01985	CP002688.1	4201625	4201856	-	232	0	0	0	4	0	2
gene-AT5G01995	CP002688.1	4202200	4202509	-	310	0	0	2	1	2	0
gene-AT5G02015	CP002688.1	4202662	4202928	+	267	0	0	0	0	0	0
gene-AT5G13190	CP002688.1	4204085	4206475	-	2391	920	933	804	1345	1464	1285
gene-AT5G13200	CP002688.1	4206738	4208289	+	1552	473	421	368	493	556	401
gene-AT5G13210	CP002688.1	4213955	4216908	+	2954	206	218	220	392	422	402
gene-AT5G02045	CP002688.1	4218551	4218856	-	306	0	0	0	0	0	0
gene-AT5G13220	CP002688.1	4218786	4221077	+	2292	106	120	93	166	168	136
gene-AT5G02055	CP002688.1	4221882	4222321	-	440	0	1	0	0	0	0
gene-AT5G13225	CP002688.1	4222003	4222085	-	83	0	0	0	0	0	0
gene-AT5G13230	CP002688.1	4222512	4224982	+	2471	38	33	47	17	21	28
gene-AT5G13240	CP002688.1	4225005	4227717	-	2713	1523	1471	1537	1464	1539	1272
gene-AT5G13250	CP002688.1	4234156	4241934	+	7779	90	124	80	112	96	56
gene-AT5G02075	CP002688.1	4241003	4241471	-	469	0	0	0	0	0	0
gene-AT5G13260	CP002688.1	4242896	4246882	+	3987	2104	2148	2099	2174	2348	2102
gene-AT5G13270	CP002688.1	4246954	4249307	-	2354	341	386	330	365	326	342
gene-AT5G13280	CP002688.1	4249312	4253264	+	3953	2946	2884	2729	2564	2783	2504
gene-AT5G13290	CP002688.1	4252842	4255378	-	2537	617	720	520	542	560	502
gene-AT5G13295	CP002688.1	4253953	4254321	+	369	0	0	0	0	6	0
gene-AT5G13300	CP002688.1	4255547	4262568	-	7022	2154	2271	2105	2654	2844	2331
gene-AT5G13310	CP002688.1	4263482	4265952	+	2471	506	426	378	574	604	559
gene-AT5G02085	CP002688.1	4265635	4265909	-	275	2	0	0	0	0	0
gene-AT5G13320	CP002688.1	4267456	4271064	+	3609	821	268	130	145	274	134
gene-AT5G13330	CP002688.1	4271730	4274674	+	2945	270	250	180	190	176	164
gene-AT5G13340	CP002688.1	4277546	4279493	-	1948	282	246	260	322	352	300
gene-AT5G13350	CP002688.1	4279769	4282395	+	2627	0	0	0	0	0	0
gene-AT5G13360	CP002688.1	4283356	4286342	+	2987	1168	1138	926	703	813	665
gene-AT5G13370	CP002688.1	4286740	4289663	+	2924	2418	1999	1864	2161	2206	1844
gene-AT5G13380	CP002688.1	4289839	4292441	+	2603	0	0	0	0	0	0
gene-AT5G13390	CP002688.1	4292704	4296725	+	4022	2247	2400	2346	3022	3159	2768
gene-AT5G13400	CP002688.1	4296688	4299264	-	2577	1307	1457	1247	1244	1156	1066
gene-AT5G13410	CP002688.1	4299705	4301787	-	2083	2131	2188	1960	2076	2133	2026
gene-AT5G13420	CP002688.1	4301792	4304315	-	2524	7689	9646	8589	7117	8498	7030
gene-AT5G13430	CP002688.1	4305106	4307570	-	2465	4062	4472	4460	3943	4585	4124
gene-AT5G13440	CP002688.1	4307973	4310273	-	2301	5547	5852	5636	5361	5403	4741
gene-AT5G13450	CP002688.1	4310254	4312066	-	1813	10292	11182	10624	9759	10495	9837
gene-AT5G13460	CP002688.1	4315759	4318414	+	2656	1028	1055	1034	1270	1316	1176
gene-AT5G13470	CP002688.1	4318460	4319924	+	1465	318	328	290	344	377	343
gene-AT5G13480	CP002688.1	4326397	4331971	-	5575	972	1006	1069	1062	1082	902
gene-AT5G13490	CP002688.1	4335272	4337730	+	2459	1205	1161	1038	852	838	746
gene-AT5G13500	CP002688.1	4337894	4341088	+	3195	1008	1116	1010	1046	1179	918
gene-AT5G02095	CP002688.1	4341236	4341690	-	455	10	8	14	4	9	0
gene-AT5G13510	CP002688.1	4341262	4342095	+	834	12019	12914	12411	11152	11579	11403
gene-AT5G13520	CP002688.1	4341948	4344792	-	2845	1178	1312	1168	930	1118	909
gene-AT5G13530	CP002688.1	4345202	4354723	+	9522	2128	2099	2157	2394	2408	2090
gene-AT5G13550	CP002688.1	4355276	4359692	-	4417	3352	3215	3158	3000	3090	2781
gene-AT5G13560	CP002688.1	4360366	4366501	-	6136	2684	2552	2548	2695	2768	2560
gene-AT5G13565	CP002688.1	4361047	4361171	+	125	272	254	245	287	301	290
gene-AT5G13570	CP002688.1	4367262	4370429	+	3168	1088	1024	1036	1506	1420	1314
gene-AT5G13580	CP002688.1	4370692	4373201	+	2510	576	550	792	813	746	686
gene-AT5G13590	CP002688.1	4373239	4379401	-	6163	3009	2868	2452	4300	4445	3724
gene-AT5G13600	CP002688.1	4380432	4382497	+	2066	2	4	0	2	4	0
gene-AT5G13610	CP002688.1	4382975	4385099	+	2125	554	548	562	420	548	400
gene-AT5G13620	CP002688.1	4385385	4386386	-	1002	0	0	0	0	0	0
gene-AT5G13630	CP002688.1	4387307	4392429	-	5123	179243	174708	170133	153581	161456	138002
gene-AT5G13640	CP002688.1	4392937	4397541	+	4605	4178	4006	3548	3713	3862	3112
gene-AT5G13650	CP002688.1	4397578	4402692	+	5115	34367	32973	30272	26170	27802	23066
gene-AT5G13660	CP002688.1	4404553	4407288	+	2736	356	374	364	398	462	422
gene-AT5G13670	CP002688.1	4407077	4409020	-	1944	0	0	0	0	0	2
gene-AT5G13680	CP002688.1	4410314	4415622	-	5309	1488	1552	1520	1786	1851	1370
gene-AT5G13690	CP002688.1	4415754	4420371	+	4618	1652	1684	1396	1522	1534	1424
gene-AT5G13700	CP002688.1	4420069	4423095	-	3027	62	79	106	266	322	247
gene-AT5G13710	CP002688.1	4423555	4427324	-	3770	3249	3542	3236	4675	4695	4333
gene-AT5G13720	CP002688.1	4427783	4429295	+	1513	1492	1276	1226	1392	1536	1306
gene-AT5G13730	CP002688.1	4429095	4430901	-	1807	1508	1468	1371	2032	1815	1564
gene-AT5G13740	CP002688.1	4432297	4437148	+	4852	4419	4814	4201	3452	4106	3508
gene-AT5G13750	CP002688.1	4437804	4441701	+	3898	1534	1794	1478	1239	1600	1243
gene-AT5G13760	CP002688.1	4441858	4445014	+	3157	867	858	830	1117	1124	915
gene-AT5G13770	CP002688.1	4445423	4447476	+	2054	7753	7589	6670	8180	8868	7407
gene-AT5G13780	CP002688.1	4447259	4448675	-	1417	2859	2795	2666	2946	3169	2820
gene-AT5G13790	CP002688.1	4448862	4450958	-	2097	92	62	80	90	82	95
gene-AT5G13800	CP002688.1	4451733	4454813	-	3081	2342	2118	1964	2033	2075	1728
gene-AT5G13810	CP002688.1	4455148	4457019	+	1872	1856	1760	1898	2291	2484	1972
gene-AT5G13820	CP002688.1	4460840	4464737	+	3898	406	404	435	506	592	478
gene-AT5G13825	CP002688.1	4464967	4466052	-	1086	0	0	2	0	0	4
gene-AT5G13830	CP002688.1	4467311	4468487	+	1177	80	78	78	58	58	34
gene-AT5G13840	CP002688.1	4468508	4471466	-	2959	834	884	778	641	748	814
gene-AT5G02105	CP002688.1	4470453	4470828	+	376	0	0	0	0	0	0
gene-AT5G13845	CP002688.1	4471048	4471119	+	72	0	0	0	0	0	0
gene-AT5G13850	CP002688.1	4471277	4472946	+	1670	2992	3141	3094	3046	3404	3131
gene-AT5G02115	CP002688.1	4471502	4471690	-	189	0	0	0	4	0	0
gene-AT5G13860	CP002688.1	4472986	4474530	-	1545	218	208	226	236	256	162
gene-AT5G13870	CP002688.1	4474922	4477090	-	2169	294	278	246	294	288	260
gene-AT5G13880	CP002688.1	4477242	4478306	-	1065	96	90	86	96	100	68
gene-AT5G13890	CP002688.1	4478787	4481149	-	2363	650	609	672	624	540	545
gene-AT5G13887	CP002688.1	4479397	4479591	-	195	0	0	0	0	0	0
gene-AT5G13900	CP002688.1	4481122	4481950	-	829	158	132	172	142	158	144
gene-AT5G13910	CP002688.1	4482128	4483247	-	1120	218	236	230	122	154	126
gene-AT5G13920	CP002688.1	4485626	4487526	-	1901	134	120	91	82	53	90
gene-AT5G13930	CP002688.1	4488476	4490264	+	1789	18812	17673	18315	9912	10379	9573
gene-AT5G13940	CP002688.1	4490263	4495753	-	5491	16	4	8	10	3	2
gene-AT5G02125	CP002688.1	4495324	4495851	+	528	1	0	2	0	0	0
gene-AT5G13950	CP002688.1	4495844	4500735	-	4892	4175	3516	3467	5660	5573	5031
gene-AT5G13960	CP002688.1	4501362	4506250	+	4889	684	736	708	662	673	520
gene-AT5G13970	CP002688.1	4506191	4507864	-	1674	644	682	642	864	888	822
gene-AT5G13980	CP002688.1	4508406	4514666	+	6261	5584	6010	5595	6206	6106	5514
gene-AT5G13990	CP002688.1	4514568	4516892	-	2325	80	60	54	68	70	42
gene-AT5G14000	CP002688.1	4517694	4519426	+	1733	188	266	220	210	248	230
gene-AT5G02135	CP002688.1	4520185	4520428	-	244	0	0	0	1	0	0
gene-AT5G14010	CP002688.1	4522149	4522935	+	787	0	0	0	0	0	0
gene-AT5G14020	CP002688.1	4523421	4526167	-	2747	110	106	110	140	172	155
gene-AT5G14030	CP002688.1	4526766	4529614	+	2849	3732	4174	3973	3778	3900	3608
gene-AT5G14035	CP002688.1	4530474	4530546	+	73	0	0	0	0	0	0
gene-AT5G14040	CP002688.1	4530643	4533119	-	2477	10462	11611	11171	9226	10620	8844
gene-AT5G14050	CP002688.1	4533131	4535327	+	2197	1497	1545	1607	1366	1604	1152
